valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
0.645,1925,0.996,['Louis Armstrong & His Hot Five'],0.716,175507,0.173,0,1LUThITCz9td2SNvTFkJbD,0.917,3,0.118,-16.527,0,Who'sit,1,1925,0.0546,98.769
0.794,1925,0.996,['Francisco Canaro'],0.764,147733,0.141,0,1OHIpTiYXDSZBr285seKbA,0.825,10,0.112,-14.538,0,EntrÃ¡ NomÃ¡s - Remasterizado,0,8/2/1925,0.143,121.741
0.549,1925,0.996,['Francisco Canaro'],0.322,151600,0.45,0,1RhYzg8TrUuSXLZLw5HZrl,0.844,1,0.771,-14.922,0,Tierra Mia - Remasterizado,0,7/12/1925,0.39,72.69
0.556,1925,0.995,['Ignacio Corsini'],0.526,181187,0.0719,0,1VArvZy2yQYWnkJ66skPfp,0.875,5,0.221,-23.548,1,PerdÃ³n - Remasterizado,0,4/25/1925,0.147,125.436
0.744,1925,0.942,['Jelly Roll Morton'],0.711,174427,0.635,0,1Wj1hBJKbEgyFHzraDL9aD,0.882,0,0.0744,-5.458,1,The Chant,0,1925,0.0479,104.181
0.319,1925,0.979,['Ethel Waters'],0.326,198933,0.169,0,1apQU5qZgyw6rm4wxvKxo4,0,1,0.129,-15.623,1,Cabin In The Sky,1,1925,0.0309,64.187
0.46,1925,0.992,['Ignacio Corsini'],0.32,159680,0.169,0,1cTfZCuDHR0hyurrY8McD4,0.98,6,0.129,-23.694,0,Engualichaste Mi CorazÃ³n - Remasterizado,0,4/25/1925,0.053,118.373
0.8,1925,0.996,['Louis Armstrong & His Hot Five'],0.568,173760,0.156,0,1k4xhU1UoTGs2lYsA7xq4J,0.734,11,0.209,-16.906,1,I'm Gonna Gitcha,1,1925,0.317,186.689
0.894,1925,0.984,['Dranem'],0.671,149133,0.366,0,1usQRVBEb4UMMlUdsPPfOV,0,7,0.115,-13.625,1,Raymonde,0,1925,0.0618,109.651
0.733,1925,0.992,['Georgius'],0.541,196867,0.378,0,1xSOWXoINyYVF46ab8sKpb,0.000102,7,0.131,-15.167,1,Hortensia Ou La Fille Du Jazz Band,0,1925,0.0777,140.419
0.0543,1925,0.816,['Georges Thill'],0.298,217261,0.0436,0,1zPmz3rh854RXIho4RYtWi,0.00729,0,0.111,-19.321,1,"Faust, Acte 3, ScÃ¨ne Et Duo Du Jardin, Fin (4Ã¨me Partie): ""TÃªte Folle, Tu Nous Ã‰coutais!""",0,1/1/1925,0.193,76.279
0.427,1925,0.993,['Patrick Hunt'],0.906,119096,0.103,0,20Kjljtn4LFdxyQOJPLqBR,0.95,1,0.106,-21.967,0,Sweet Georgia Brown,0,1925,0.045,107.829
0.417,1925,0.996,"['Francisco Canaro', 'Azucena Maizani']",0.563,174667,0.242,0,230yKx4iJH3uW33JkEqP4g,0.912,0,0.398,-12.03,1,Silbando - Remasterizado,0,8/2/1925,0.147,113.549
0.502,1925,0.967,['Ethel Waters'],0.58,187133,0.225,0,23furE1azaxq02V6iHZHMt,0,0,0.118,-16.784,1,Come Up And See Me Sometime,1,1925,0.319,96.869
0.592,1925,0.996,['Louis Armstrong & His Hot Five'],0.686,181600,0.127,0,29735iAeYhkpYnVAURWpSa,0.372,7,0.112,-17.711,1,Heebie Jeebies,1,1925,0.0818,156.359
0.379,1925,0.992,['Yvonne George'],0.553,170173,0.0903,0,2AbVQuMyvNhUZEsNAQzp8V,0,3,0.259,-14.881,1,J'ai Pas Su Y Faire,0,1925,0.101,77.049
0.315,1925,0.993,['Francisco Canaro'],0.443,171533,0.265,0,2HHvjG9sSrs5uVeity8AvB,0.959,1,0.141,-17.091,1,Virgencita del Talar - Remasterizado,0,7/12/1925,0.46,69.038
0.544,1925,0.955,['AndrÃ©e Turcy'],0.654,185307,0.156,0,2HQhHBFe2kDksoRKdGCZXF,0,7,0.344,-12.899,1,Mon Anisette,1,1925,0.382,139.323
0.237,1925,0.969,['Georges Thill'],0.279,226639,0.179,0,2NhCNt7OL6CqHLEwgWjZaN,0.0684,10,0.31,-12.267,1,"Faust, Acte 1, 1er Tableau, 2Ã¨me Partie:""Salut Ã” Mon Dernier Matin""",0,1/1/1925,0.0453,90.865
0.666,1925,0.993,['Ignacio Corsini'],0.435,196027,0.239,0,2SFPIqnhQkrrqyxmVFJm0n,0.84,9,0.119,-20.321,0,Alfredo - Remasterizado,0,4/25/1925,0.0785,130.607
0.626,1925,0.993,['Ignacio Corsini'],0.427,117533,0.361,0,2VRq4ROe0zs7rcVVDHEUUq,0.506,3,0.72,-19.103,1,Marinero - Remasterizado,0,4/25/1925,0.0829,71.589
0.627,1925,0.992,['Marguerite Deval'],0.469,179067,0.305,0,2aNIUgf8gshzUpIyXfnLE6,5.25E-05,9,0.355,-15.285,0,Si J'avais Ã‰tÃ© Un Homme,0,1925,0.0779,68.849
0.489,1925,0.996,['Francisco Canaro'],0.627,161080,0.255,0,2afVoyujGksnWxWAuqV92K,0.919,1,0.358,-13.333,1,ParÃ­s - Remasterizado,0,8/2/1925,0.0739,111.645
0.567,1925,0.995,['Ignacio Corsini'],0.484,151760,0.101,0,2bV9JZ4rTDS3BmlHY93X76,0.783,2,0.111,-24.966,1,Tu Promesa - Remasterizado,0,4/25/1925,0.0336,100.019
0.662,1925,0.996,"['Francisco Canaro', 'Azucena Maizani']",0.61,156773,0.343,0,2ezxccnGkAqUPnhlYNn9Z6,0.883,7,0.413,-12.121,0,Penas de Arrabal - Remasterizado,0,8/2/1925,0.353,71.72
0.805,1925,0.996,['Francisco Canaro'],0.828,163147,0.158,0,2fRfDHRDDSoFLnqHngDSeU,0.916,7,0.116,-12.071,1,Langosta - Remasterizado,0,8/2/1925,0.132,115.943
0.881,1925,0.994,['Emma Liebel'],0.67,147227,0.222,0,2jodvzBbR6KwOq1S8N0yfl,7.85E-06,10,0.0725,-14.268,1,Mon Paris,0,1925,0.0682,133.096
0.579,1925,0.994,['Ignacio Corsini'],0.549,135200,0.0829,0,2kxqxpB6nTkFNrDuBYxwhk,0.887,4,0.11,-22.695,0,Luna Gaucha - Remasterizado,0,4/25/1925,0.0556,65.139
0.837,1925,0.996,['Francisco Canaro'],0.63,160867,0.309,0,2mVkVHKBoG54PaUJIuKw5N,0.788,5,0.317,-15.324,0,Tita - Remasterizado,0,7/12/1925,0.0511,126.717
0.309,1925,0.95,['Georges Thill'],0.469,228416,0.0259,0,2nJLxjZFbrrhFF3AF1LQ6a,0,10,0.675,-19.539,0,"Carmen, 13, Acte 2, Duo De Carmen Et Don JosÃ© (1Ã¨re Partie): ""Je Vais Danser En Votre Honneur""",0,1/1/1925,0.311,83.576
0.784,1925,0.994,['Ignacio Corsini'],0.53,179827,0.255,0,2wc9bV6XI32NNMSjlKvOTD,0.438,6,0.857,-20.043,0,Los Carreteros - Remasterizado,0,4/25/1925,0.478,67.319
0.75,1925,0.974,['Cliff Edwards'],0.758,148701,0.434,0,2xpAh8qSWSWlDSszgdMuOC,0,8,0.173,-9.317,0,That's My Weakness Now,0,1925,0.225,133.982
0.348,1925,0.929,['Ethel Waters'],0.496,209533,0.177,0,3194gT5ute5xvd87SGZlPG,0,7,0.153,-13.495,1,Hottentot Potentate - Live,1,1925,0.0717,97.915
0.527,1925,0.972,['Ethel Waters'],0.64,190000,0.129,0,31d4c389HCF9pQo3ODHXgZ,0,9,0.656,-15.323,1,Taking A Chance On Love,1,1925,0.0619,126.108
0.125,1925,0.913,['Georges Thill'],0.294,243854,0.176,0,32X6PAkvyHnBaBvLwRVYug,0.000214,5,0.174,-12.836,1,"HÃ©rodiade: ""Air De Jean""",0,1/1/1925,0.0404,101.202
0.673,1925,0.995,['Ignacio Corsini'],0.604,170333,0.112,0,32zbt9mbnA19OnGyTIudRB,0.931,9,0.17,-21.041,0,Campana de Plata - Remasterizado,0,4/25/1925,0.204,113.544
0.668,1925,0.989,['Ethel Waters'],0.66,204573,0.11,0,33v3eC44xoY0brO1L6sDx6,0,10,0.0898,-12.595,1,You Can't Stop Me From Loving You,1,1925,0.0921,114.574
0.126,1925,0.965,['Georges Thill'],0.167,188631,0.163,0,36DjPq4xxE6PFx8LQIXzBr,0.928,3,0.105,-15.896,1,"Carmen, 17, Acte 3: ""Entracte""",0,1/1/1925,0.0445,73.344
0.766,1925,0.964,['Ignacio Corsini'],0.284,164387,0.293,0,39RpyXuSsKCPSRn7t8TBv8,0.351,9,0.206,-22.059,0,China Ingrata - Remasterizado,0,4/25/1925,0.0584,95.38
0.643,1925,0.996,['Francisco Canaro'],0.656,164213,0.175,0,3Fz0Tex4GxtWZNeLnTKU6V,0.925,4,0.174,-13.481,1,En Aquel Cuartito - Remasterizado,0,8/2/1925,0.0905,121.13
0.53,1925,0.995,['Francisco Canaro'],0.631,172493,0.222,0,3LFsQMhlxh56QnIfxy4SPO,0.97,5,0.218,-14.833,0,Juguete de Placer - Remasterizado,0,8/2/1925,0.0609,115.436
0.853,1925,0.948,['The Hot Air-Men'],0.703,189661,0.428,0,3LGBGcUHPxRqRmcReNtIK4,0.102,0,0.171,-10.027,1,Red Hot Chicago,1,1925,0.133,178.698
0.469,1925,0.986,['Ignacio Corsini'],0.392,171320,0.0474,0,3MXw4DICWE6vmEE3n9cZ0I,0.888,8,0.104,-27.093,0,El Centenario - Remasterizado,0,4/25/1925,0.0397,63.757
0.133,1925,0.959,['Georges Thill'],0.4,211932,0.127,0,3PxwHGNMTNcpq0pmDV1b4m,0.00176,1,0.109,-16.209,1,"Mireille, Acte 5: ""Anges Du Paradis""",0,1/1/1925,0.0834,131.828
0.431,1925,0.994,['Ignacio Corsini'],0.541,133013,0.126,0,3Q2O3hJW2FbiMzcbk3mRu1,0.843,6,0.321,-23.725,0,Medias de Seda - Remasterizado,0,4/25/1925,0.199,74.423
0.477,1925,0.981,['Ethel Waters'],0.548,197760,0.157,0,3SDibiG9HuSpd31Rdoewog,0,7,0.578,-15.765,1,Theif In The Night,1,1925,0.0804,102.87
0.842,1925,0.996,['Francisco Canaro'],0.659,172000,0.391,0,3WW7kJBtoWBKhV6KES1fO7,0.877,10,0.306,-10.866,1,Pico Blanco - Remasterizado,0,8/2/1925,0.0487,128.317
0.824,1925,0.996,['Francisco Canaro'],0.372,150973,0.361,0,3aLSgdsdfGnJC0DAT7P87b,0.936,8,0.266,-15.181,1,Tea For Two - Remasterizado,0,8/2/1925,0.0699,212.162
0.827,1925,0.996,['Francisco Canaro'],0.756,154107,0.25,0,3bF4rNEbDkB4ETRgZkTr9p,0.917,6,0.25,-13.816,1,Tomasito - Remasterizado,0,7/12/1925,0.0654,129.519
0.299,1925,0.987,['Ethel Waters'],0.428,188640,0.148,0,3e2L9DmZ1GuWE5BeH8IvpL,0,8,0.107,-13.764,1,You're Lucky To Me,0,1925,0.0448,114.339
0.0377,1925,0.991,['American Concert Orchestra'],0.116,284735,0.178,0,3gsHRi7WxGqzAd7kIPKyFy,0.804,4,0.902,-21.844,0,Extracts from the Ballet-Suite Scherazada - Remaster,0,4/28/1925,0.0427,83.158
0.307,1925,0.995,['Ignacio Corsini'],0.48,145573,0.0939,0,3hdG6AI3ObCO8OZgYuyWGM,0.689,4,0.11,-23.486,0,Trago Amargo - Remasterizado,0,4/25/1925,0.206,94.007
0.705,1925,0.996,['Francisco Canaro'],0.582,144413,0.286,0,3izqufataLHCvwGKfsiSem,0.941,1,0.322,-15.647,0,Mimosita - Remasterizado,0,7/12/1925,0.0607,125.142
0.543,1925,0.995,['Ignacio Corsini'],0.513,163920,0.0658,0,3pDMFFshCPFbNQMJWCJxnH,0.888,10,0.114,-24.642,1,Sarita - Remasterizado,0,4/25/1925,0.0677,113.2
0.554,1925,0.996,['Francisco Canaro'],0.583,166387,0.338,0,3pni9bAPJPiFltXwDpV6xj,0.957,5,0.127,-14.555,1,Ramas Secas - Remasterizado,0,7/12/1925,0.0527,126.456
0.551,1925,0.995,['Ignacio Corsini'],0.516,139480,0.0422,0,3tl9k8QT0CRs9XAbVVH2to,0.843,6,0.105,-24.281,0,Anochecer - Remasterizado,0,4/25/1925,0.0648,80.733
0.719,1925,0.978,['Mistinguett'],0.415,172840,0.33,0,3vuypSGFgGT7JKJiWPJURp,0,0,0.32,-14.533,1,Mon Bus'ness,0,1925,0.128,72.96
0.719,1925,0.982,['Jelly Roll Morton'],0.6,173747,0.41,0,3zPUuRnmclI9WiLbmt8lmB,0.385,3,0.0771,-4.633,1,Black Bottom Stomp,0,1925,0.0382,136.793
0.822,1925,0.969,['Maurice Chevalier'],0.705,158493,0.213,0,45OfpkoaAJTQhuJDy8zXND,0,2,0.228,-16.042,1,Je Ne Dis Pas Non,0,1925,0.558,98.08
0.742,1925,0.995,['Ignacio Corsini'],0.554,125107,0.0917,0,48uWNLgQTIuI2FKRDWrWus,0.862,6,0.107,-25.096,1,ResignaciÃ³n - Remasterizado,0,4/25/1925,0.105,115.904
0.815,1925,0.917,['Clarence Williams & His Orchestra'],0.8,207911,0.458,0,49wmJoUqLhM4shYvqYGdYB,0.0371,3,0.0833,-10.564,1,Papa De Da Da,0,1925,0.0546,91.611
0.52,1925,0.995,['Ignacio Corsini'],0.381,196827,0.075,0,4AUS8NJUzqXcGLOpZeY27v,0.917,7,0.143,-25.665,1,Un Triste Despertar - Remasterizado,0,4/25/1925,0.0586,82.714
0.888,1925,0.953,['Perchicot'],0.65,185973,0.52,0,4IUls53mx64sfeX1LBxCM5,0,9,0.0629,-12.068,1,Je N'suis Pas Celle Que Vous Croyez,0,1925,0.0817,131.367
0.809,1925,0.996,['Ignacio Corsini'],0.56,146907,0.122,0,4KQqDGZsFJHGRqRiJgqzke,0.94,1,0.198,-23.506,1,Labios Pintados - Remasterizado,0,4/25/1925,0.0747,126.886
0.678,1925,0.989,['Ignacio Corsini'],0.653,143693,0.151,0,4Kv5krOFkBEK9JaBJP7hVt,0,2,0.121,-16.657,0,El Cuchillo del Plata - Remasterizado,0,4/25/1925,0.156,120.634
0.749,1925,0.972,['Annette Hanshaw'],0.687,172339,0.237,0,4MMJVh055Vo5yA83OtvMGM,0,10,0.0855,-8.725,1,I Got 'It' But It Don't Do Me No Good,0,1925,0.0678,94.444
0.84,1925,0.978,['Frankie Half-Pint Jaxon & His Hot Shots'],0.805,184320,0.293,0,4PhCv5cFe0F1vUXLOQx20d,0.000248,8,0.0946,-9.23,1,Fifteen Cents,0,1925,0.0968,84.558
0.629,1925,0.996,['Louis Armstrong & His Hot Five'],0.613,183133,0.114,0,4UrrnH02uRio9VJaOX2aAZ,0.829,4,0.247,-17.569,1,Droppin' Shucks,1,1925,0.184,163.646
0.35,1926,0.821,['Fats Waller'],0.515,237773,0.222,0,3BFRqZFLSrqtQr6cjHbAxU,0.00193,0,0.19,-16.918,0,Ain't Misbehavin',49,1926,0.0575,98.358
0.54,1926,0.725,['Fats Waller'],0.651,183560,0.0867,0,0eInL1bLAFdHJDL04R0OCP,6.54E-05,5,0.169,-18.882,1,Two Sleepy People,45,1926,0.048,87.221
0.789,1926,0.912,['Fats Waller'],0.731,158427,0.179,0,0EYRLGRgsgnKetAVziaaLT,0.00752,5,0.111,-17.177,1,Honeysuckle Rose,28,1926,0.0634,154.709
0.67,1926,0.917,['Fats Waller'],0.778,209133,0.101,0,5YZpAH2jWtOOvbe1jv936Q,0.00199,0,0.147,-20.193,1,I'm Gonna Sit Right Down and Write Myself a Letter,27,1926,0.0548,115.347
0.629,1926,0.728,['Fats Waller'],0.715,184053,0.0885,0,0fkfPggXhmXEkzCq0170MQ,2.55E-06,0,0.125,-20.028,1,Your Feet's Too Big,24,1926,0.191,117.142
0.83,1926,0.987,['George Olsen'],0.737,189427,0.287,0,4BforxQIGJnNduf8sjkLGw,0.282,10,0.0808,-11.605,1,Sunny,19,7/1/1926,0.0326,108.152
0.804,1926,0.753,['Fats Waller'],0.751,185693,0.274,0,4NgQxw0duwOJhmovUZu8zJ,0.543,5,0.0863,-13.229,1,Functionizin',21,1926,0.0863,173.782
0.89,1926,0.931,['Louis Armstrong & His Hot Five'],0.74,183960,0.319,0,43QRJNdGe4GaO0ucHHQnmS,0.869,8,0.0507,-8.707,1,Struttin' with Some Barbecue - 78 rpm Version,22,1926,0.119,95.699
0.917,1926,0.971,['Louis Armstrong & His Hot Seven'],0.602,175293,0.351,0,6v27P8xpwlYSaaV56levKN,0.345,5,0.142,-7.769,1,Potato Head Blues,21,1926,0.167,181.591
0.782,1926,0.885,['Fats Waller'],0.715,194880,0.296,0,0Eb41TbSJMswzv1ZBlkwOt,0.0159,0,0.0552,-15.082,1,"Patty Cake, Patty Cake",19,1926,0.0715,102.969
0.804,1926,0.987,"['Jelly Roll Morton', 'Johnny Dodds']",0.646,199645,0.326,0,6cZfUYHBa8LJ6GcnWUQ7B6,0.798,10,0.122,-15.245,1,Wolverine Blues - 1990 Remastered - Take 1,21,1926,0.0395,113.918
0.873,1926,0.828,['Fats Waller'],0.78,186200,0.425,0,2P1X7MLycJr7BFRuByn53z,0.359,5,0.215,-12.282,0,Dinah,16,1926,0.059,112.156
0.644,1926,0.97,['Louis Armstrong & His Hot Seven'],0.639,188907,0.211,0,5trUr8XzpbSzQo07ZnQnor,0.675,0,0.43,-9.139,0,Wild Man Blues,23,1926,0.0558,95.574
0.686,1926,0.722,['Fats Waller'],0.85,165573,0.113,0,2nMIbw9NAjPGzkZa7c8Bre,1.82E-06,0,0.146,-18.821,1,All That Meat And No Potatoes,16,1926,0.0642,141.788
0.871,1926,0.982,['George Olsen'],0.889,198520,0.266,0,4AEoPGkwHI5f7SC875nUrG,0.534,3,0.0885,-13.342,1,Horses - Take 2,17,7/1/1926,0.0674,105.866
0.64,1926,0.912,['Fats Waller'],0.645,190400,0.285,0,00WwIdBVbLYRNbDpA4n9I5,0.000108,0,0.104,-14.223,0,Ain't Nothin' To It,15,1926,0.121,129.422
0.516,1926,0.926,['Fats Waller'],0.615,187600,0.0754,0,4FEHNITJSMx4lMq7YU0ZH1,0.0796,2,0.109,-21.62,1,Squeeze Me,16,1926,0.0389,91.528
0.837,1926,0.89,['Fats Waller'],0.802,136413,0.348,0,5GXHilIWPNgswL89WQGeyI,0.642,3,0.309,-15.926,1,I'm Crazy 'Bout My Baby,13,1926,0.105,118.104
0.542,1926,0.991,['Fats Waller'],0.562,180320,0.179,0,7bqaKsfrVZtHOoaV78i7N9,0.793,0,0.101,-16.708,1,"Ain't Misbehavin' - (from the musical comedy ""Connie's Hot Chocolates"")",15,1926,0.049,166.007
0.712,1926,0.83,['Fats Waller'],0.704,166707,0.233,0,0dg9GI2GbHjjswsDPrizOB,0.0367,0,0.0771,-15.376,1,How Can You Face Me?,13,1926,0.0646,144.045
0.822,1926,0.959,"['Louis Armstrong & His Hot Seven', 'Carroll Dickerson Orchestra']",0.597,197867,0.315,0,6nIWphwUlDuSZYUd9vIZv1,0.636,10,0.0883,-9.583,1,Chicago Breakdown,13,1926,0.0991,174.815
0.226,1926,0.99,['Fats Waller'],0.565,176653,0.163,0,4JzoonYwqVoNs4HbZQJFfH,0.735,3,0.185,-20.056,1,Viper's Drag,12,1926,0.0597,114.554
0.655,1926,0.897,['Fats Waller'],0.699,167800,0.412,0,4mo3AVxhJPwV4yQMIAhMou,9.64E-05,10,0.128,-16.051,1,The Joint Is Jumpin',12,1926,0.327,108.865
0.536,1926,0.896,['Fats Waller'],0.746,189520,0.156,0,67lHQA6eJXtHPwha1PXvJl,0.000521,0,0.709,-16.504,1,Sugar Rose,11,1926,0.0471,127.875
0.475,1926,0.975,['Fats Waller'],0.58,185693,0.126,0,6X5Viwfm2gWYjaEuEdKelA,0.232,5,0.12,-20.103,1,Lost Love,12,1926,0.038,95.862
0.411,1926,0.9,['Fats Waller'],0.658,210040,0.108,0,5EOPkk6bd6NgYhjuPKWFtx,0.0177,3,0.135,-18.916,1,Our Love Was Meant to Be,11,1926,0.0435,81.085
0.626,1926,0.984,['Louis Armstrong & His Hot Five'],0.671,171760,0.341,0,5hUP7BDeuNEXHYRIRp74gv,2.68E-05,8,0.143,-9.597,1,Heebie Jeebies,13,1926,0.0894,164.49
0.764,1926,0.973,['Uncle Bunt Stephens'],0.467,178364,0.425,0,6pXovRXvSN6jZdmpeNsbv1,0.828,2,0.43,-10.594,1,Sail Away Lady - 2020 Remaster,12,1926,0.0517,125.385
0.676,1926,0.868,['Fats Waller'],0.655,195173,0.193,0,1u8R1k0NGh3RGCpDrUERBn,0.00676,2,0.249,-16.625,1,The Panic Is On,11,1926,0.051,163.276
0.88,1926,0.924,['Louis Armstrong & His Hot Five'],0.61,192360,0.393,0,3GljPfJrELlzZTyK5DLD7A,0.0115,7,0.182,-11.365,1,Put 'Em Down Blues,11,1926,0.134,95.215
0.792,1926,0.645,['Fats Waller'],0.821,173920,0.297,0,7qd7lA9LjnUJsawEql0m0J,0.154,0,0.261,-15.573,1,It's A Sin To Tell A Lie,11,1926,0.0723,113.539
0.846,1926,0.994,['Louis Armstrong & His Hot Five'],0.656,177227,0.295,0,2eyH4O0azQOth7dH0MRr8E,0.0377,7,0.111,-10.598,1,Big Butter And Egg Man,11,1926,0.0882,98.965
0.386,1926,0.976,['Fats Waller'],0.672,192707,0.0427,0,0sC7L64J9vnhojMN45aK0S,0.00139,0,0.113,-24.487,0,A Hopeless Love Affair,10,1926,0.0418,91.043
0.59,1926,0.872,['Fats Waller'],0.661,197013,0.207,0,4zC4COjgpINYWZfAULgHs2,1.94E-05,7,0.197,-18.692,1,Honey Hush,10,1926,0.0404,102.944
0.427,1926,0.891,['Fats Waller'],0.651,176040,0.0453,0,5nvRa7XTODdrFqGsuTcAjI,0,5,0.145,-23.104,0,I Can't Give You Anything but Love,11,1926,0.0757,95.157
0.699,1926,0.921,['Fats Waller'],0.774,176173,0.301,0,19azfDLJijGlOwA0UbtAk0,0.078,5,0.0567,-13.865,1,Hold My Hand,9,1926,0.0605,102.415
0.334,1926,0.973,['Fats Waller'],0.642,171120,0.104,0,6w4XHLfGgJnBio2Si3WLKl,0.741,7,0.175,-14.055,1,St. Louis Blues,9,1926,0.0505,77.2
0.499,1926,0.983,['Fats Waller'],0.547,171040,0.171,0,07iw9DLedYT7J7qQgKbN4Y,0.95,7,0.136,-20.581,1,Numb Fumblin',9,1926,0.0326,112.481
0.487,1926,0.00746,['Future Rapper'],0.797,81000,0.516,0,0YFDGOIR9ubDqWCvsUQKY0,0.229,11,0.0972,-12.679,0,HF V CMV.Iii,7,10/3/1926,0.252,151.114
0.587,1926,0.796,['Fats Waller'],0.641,164600,0.141,0,575F747gQWkmowDG5QiOLs,0.000444,0,0.166,-20.027,1,Old Grand Dad,9,1926,0.283,162.438
0.603,1926,0.981,['Louisiana Sugar Babes'],0.479,178573,0.208,0,0opATqwdecNexKKXwgVRov,0.864,5,0.0912,-17.239,0,Thou Swell,8,1926,0.0544,114.38
0.369,1926,0.731,['Marbella Corella'],0.751,272744,0.231,0,1jOtq4PEiGgfGNRp3fqc7C,2.59E-06,9,0.115,-10.745,0,Nostalgias,22,1926,0.0411,89.91
0.316,1926,0.987,['Fats Waller'],0.495,188067,0.144,0,1rHLZDAI3KYUB0PFxMkqQL,0.857,2,0.103,-19.035,1,African Ripples,9,1926,0.0428,94.608
0.434,1926,0.731,['Fats Waller'],0.402,201347,0.198,0,3IeebgUYCGyhFra2EzUD29,0.182,0,0.121,-17.893,0,The Jitterbug Waltz,8,1926,0.0489,59.924
0.75,1926,0.761,['Fats Waller'],0.754,192720,0.228,0,3qaDdnyJPvQgrAIbSQPi2z,0.000321,2,0.211,-17.338,1,Anita,8,1926,0.0609,126.515
0.531,1926,0.996,['George Gershwin'],0.568,186813,0.157,0,4pqZwOAqCc9cp46gXELTEO,0.923,3,0.137,-19.184,1,Someone to Watch Over Me (Bonus Track),11,1926,0.0439,73.179
0.6,1926,0.82,['Fats Waller'],0.529,151493,0.207,0,549igzfp6h3PKv6FP39iJb,5.05E-05,7,0.162,-15.603,0,You Must Be Losing Your Mind,8,1926,0.0969,167.692
0.461,1926,0.0068,['Future Rapper'],0.151,51149,0.279,0,6Gb9wRpZp6p0VYuMBxuFHH,6.56E-05,1,0.188,-7.713,1,Past Ice and Ice and Even More,7,10/3/1926,0.034,81.184
0.54,1926,0.994,['Louis Armstrong & His Hot Five'],0.596,182773,0.252,0,6xVCdroOORUMHucbfROQdQ,0.489,11,0.406,-9.836,0,The King of the Zulus,10,1926,0.179,166.735
0.191,1926,0.987,['Fats Waller'],0.659,192640,0.0656,0,7JwtsF0G5xTilRm8nVlQtt,0.657,0,0.297,-20.399,1,Star Dust,9,1926,0.0746,88.666
0.749,1926,0.817,['Fats Waller'],0.741,179520,0.309,0,0vz33QAoQkWX3cUmqfquuo,0.0211,5,0.163,-16.244,1,'Tain't Nobody's Biz-Ness If I Do,7,1926,0.119,116.148
0.558,1926,0.993,['Fats Waller'],0.634,158507,0.131,0,1l3gf1CJHHTGnrhtrvADzt,0.84,5,0.165,-20.531,0,Love Me or Leave Me - Take 3,7,1926,0.0403,95.215
0.322,1926,0.968,['Louis Armstrong & His Hot Five'],0.576,198533,0.234,0,2wzGWv4nyzVJXhy21Eg24B,0.646,3,0.0829,-11.531,1,West End Blues,8,1926,0.0537,83.026
0.201,1926,0.991,['Fats Waller'],0.649,192333,0.0709,0,3N2FXCkpZmIFHlqUgx6crA,0.863,0,0.139,-20.096,1,Keepin' Out of Mischief Now,7,1926,0.0478,111.303
0.649,1926,0.95,['Fats Waller'],0.62,197293,0.118,0,46ewJ4i4xwgUuMyGZFwJqW,0.119,10,0.223,-18.829,0,Up Jumped You With Love,7,1926,0.0485,122.267
0.485,1926,0.969,['Louisiana Sugar Babes'],0.427,183493,0.141,0,4TZ5xHacg417VxJC2qkSdt,0.933,5,0.171,-19.769,0,'Sippi,8,1926,0.101,82.353
0.96,1926,0.937,['Louis Armstrong & His Hot Five'],0.802,179667,0.383,0,4hH2L62wG40hqrrcaFz3Dn,0.23,5,0.129,-11.351,1,Jazz Lips,9,1926,0.0906,107.059
0.715,1926,0.941,['Louis Armstrong & His Hot Seven'],0.697,181067,0.186,0,5pYWNge6xtzTmqOexSb1fa,0.846,5,0.0772,-9.133,1,Alligator Crawl,11,1926,0.0928,104.555
0.628,1926,0.867,['Fats Waller'],0.701,179787,0.0478,0,5tlLRDd1GRkHKFWIf4I0Il,4.33E-05,3,0.188,-20.807,1,"Bessie, Bessie, Bessie",7,1926,0.061,97.439
0.713,1926,0.9,['Fats Waller'],0.75,202267,0.139,0,7FwTP9tlB7L0fzXOnJYTXk,5.15E-05,3,0.242,-18.908,1,Cash for Your Trash,7,1926,0.0609,150.964
0.89,1926,0.988,['Fats Waller'],0.525,156320,0.302,0,7GUP6CQubCwyJdsUvO89jP,0.78,7,0.17,-17.964,1,Carolina Shout,7,1926,0.0419,121.195
0.644,1926,0.957,['Fats Waller'],0.802,190213,0.148,0,048gn7xU3aWixBAEJFspEN,0.0485,7,0.205,-17.719,1,You're Not the Only Oyster In the Stew,7,1926,0.0581,96.144
0.313,1926,0.995,['Louis Armstrong & His Hot Five'],0.536,192560,0.115,0,04VbEMd4mpltd4CsBK0lHi,0.00176,9,0.105,-16.693,1,Lonesome Blues,10,1926,0.041,78.728
0.829,1926,0.935,"['Fats Waller, His Rhythm and Orchestra']",0.728,186240,0.317,0,08TX1IJWR9K9oZwUnAA5oJ,0.00324,7,0.19,-15.351,0,The Sheik of Araby,7,1926,0.0597,105.792
0.854,1926,0.982,['Louis Armstrong & His Hot Five'],0.665,150160,0.366,0,0o5rGmxu61uteBIMSym5fK,0.666,8,0.0763,-9.064,1,Muskrat Ramble,8,1926,0.212,183.755
